STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES
DELHI UT,G.R.P.(RLY),2001,11,4,0,1,0,1,7,7,0,1,0,11,2,1430,13,1417,0,2,19,2,0,7,0,4,0,0,0,0,129,1630
DELHI UT,I.G.I. AIRPORT,2001,2,2,1,0,0,0,4,1,3,0,0,2,0,52,7,45,1,6,483,1,1,5,0,0,2,0,0,2,61,625
DELHI UT,NEW DELHI,2001,11,14,0,9,0,9,27,19,8,1,0,22,75,1237,341,896,14,36,296,12,3,35,0,20,6,2,0,109,731,2660
DELHI UT,NORTH EAST,2001,62,79,5,36,0,36,157,123,34,3,6,74,157,961,500,461,7,27,57,3,3,260,20,34,1,8,0,12,1477,3449
DELHI UT,NORTH WEST,2001,134,107,13,103,0,103,518,298,220,14,9,122,619,2850,1429,1421,20,55,139,3,14,429,25,102,18,22,0,22,4663,10001
DELHI UT,S.T.F.,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI UT,SOUTH WEST,2001,61,52,1,42,0,42,174,113,61,9,4,74,359,1816,772,1044,32,31,182,3,8,181,16,69,13,24,0,144,2094,5389
LAKSHADWEEP,LAKSHADWEEP,2001,1,0,0,0,0,0,0,0,0,0,0,0,1,10,0,10,1,1,0,0,2,3,0,0,0,0,0,0,17,36
PUDUCHERRY,PONDICHERRY,2001,25,32,1,9,0,9,4,3,1,1,0,4,111,528,284,244,100,5,23,3,31,635,1,35,27,3,0,166,2324,4068
CHHATTISGARH,KABIRDHAM,2002,18,6,1,20,0,20,2,0,2,1,0,3,73,57,7,50,26,3,3,0,8,249,0,42,3,25,0,26,251,817
JAMMU & KASHMIR,HANDWARA,2002,47,72,5,0,0,0,23,15,8,1,0,0,20,23,0,23,27,0,3,0,9,5,0,25,0,1,0,8,203,472
WEST BENGAL,KHARAGPUR G.R.P.,2002,3,3,0,0,0,0,1,1,0,3,8,6,0,124,0,124,5,0,0,0,0,0,0,0,0,0,0,1,31,185
WEST BENGAL,PASCHIM MIDNAPUR,2002,86,38,24,53,0,53,47,47,0,16,20,24,9,328,53,275,167,24,23,0,44,47,22,35,0,249,0,0,1331,2587
WEST BENGAL,PURAB MIDNAPUR,2002,38,1,18,25,0,25,42,42,0,7,10,11,9,157,10,147,136,2,3,1,2,0,39,10,0,175,0,0,1260,1946
DELHI UT,SPL CELL,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,15,44
ANDHRA PRADESH,CYBERABAD,2003,155,101,4,31,0,31,102,62,40,14,0,56,1041,1489,291,1198,49,67,691,8,45,1203,25,96,78,543,1,787,3719,10305
ARUNACHAL PRADESH,K/KUMEY,2003,4,1,0,0,0,0,2,2,0,1,0,1,0,1,0,1,0,0,0,0,0,10,0,0,0,0,0,0,5,25
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2003,2,1,0,0,0,0,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,17
CHHATTISGARH,NARAYANPUR,2003,11,13,0,3,0,3,1,1,0,7,0,1,9,10,3,7,0,2,0,0,5,9,0,0,0,1,0,7,35,114
KERALA,ERNAKULAM COMMR.,2003,21,28,7,11,0,11,11,5,6,26,0,66,304,486,145,341,221,19,290,1,15,531,0,77,7,54,0,1,4653,6829
KERALA,ERNAKULAM RURAL,2003,25,38,16,22,0,22,12,8,4,10,2,28,292,323,89,234,348,20,115,3,17,1150,2,109,0,92,0,1,5455,8080
KERALA,KOZHIKODE COMMR.,2003,14,14,18,10,0,10,7,3,4,4,0,23,494,335,145,190,399,17,233,2,15,546,2,50,5,157,0,0,2372,4717
KERALA,KOZHIKODE RURAL,2003,8,17,31,24,0,24,6,4,2,3,6,6,141,154,63,91,458,10,165,2,48,571,1,76,5,210,0,1,2039,3982
KERALA,TRIVANDRUM COMMR.,2003,10,53,16,17,0,17,14,7,7,14,0,113,334,442,185,257,311,19,277,8,13,893,2,114,5,82,0,0,2452,5189
KERALA,TRIVANDRUM RURAL,2003,37,27,11,28,0,28,28,23,5,7,5,64,360,309,109,200,488,14,173,11,53,1687,7,212,4,232,0,0,3787,7544
MADHYA PRADESH,ANUPPUR,2003,10,4,0,10,0,10,1,1,0,1,0,3,55,46,5,41,3,1,3,0,0,18,1,14,2,3,0,0,458,633
MADHYA PRADESH,ASHOK NAGAR,2003,24,24,3,33,0,33,5,4,1,0,1,11,119,101,17,84,56,11,3,0,20,860,6,140,12,36,0,35,695,2195
MADHYA PRADESH,BURHANPUR,2003,6,2,0,7,0,7,0,0,0,0,1,2,17,37,8,29,5,4,4,0,0,102,1,22,0,13,0,7,226,456
TAMIL NADU,KRISHNAGIRI,2004,46,28,0,9,0,9,27,21,6,4,0,9,80,292,124,168,170,5,70,0,29,665,8,38,74,31,0,306,2999,4890
ASSAM,BASKA,2005,21,11,0,9,0,9,24,15,9,5,1,8,11,32,1,31,6,3,3,1,8,76,0,8,0,8,0,10,61,306
ASSAM,CHIRANG,2005,17,0,0,17,0,17,16,16,0,4,0,3,14,22,0,22,6,0,3,0,0,23,7,6,0,16,0,9,160,323
ASSAM,UDALGURI,2005,39,5,0,21,0,21,20,15,5,11,0,12,49,106,4,102,16,3,4,4,16,98,6,57,0,13,0,21,213,714
CHHATTISGARH,SURAJPUR,2005,56,17,2,41,0,41,8,7,1,2,1,18,130,129,15,114,46,4,4,0,4,109,1,62,2,24,0,65,488,1213
HARYANA,MEWAT,2005,19,34,1,34,0,34,9,3,6,14,21,10,37,223,127,96,91,10,33,1,8,183,7,12,5,112,0,1,702,1567
PUNJAB,FEROZPUR,2005,43,38,7,24,0,24,14,10,4,2,3,0,112,153,70,83,0,18,112,5,4,332,8,10,0,21,0,94,354,1354
TAMIL NADU,VILUPPURAM,2005,68,83,3,49,0,49,49,49,0,1,0,13,102,306,51,255,250,2,21,0,36,468,9,50,5,59,0,567,3818,5959
DELHI UT,IGI AIRPORT,2005,1,0,0,1,0,1,4,0,4,0,0,2,0,80,19,61,0,0,612,0,0,3,0,1,0,0,0,0,112,816
DELHI UT,NORTH-EAST,2005,51,63,8,106,0,106,212,151,61,4,24,60,186,1266,718,548,6,28,124,2,4,258,29,79,23,140,0,176,2000,4849
DELHI UT,NORTH-WEST,2005,128,121,18,190,0,190,572,349,223,9,19,124,543,2605,1546,1059,13,62,184,2,6,333,23,138,53,324,0,21,5531,11019
DELHI UT,SOUTH-WEST,2005,47,51,10,71,0,71,114,89,25,2,13,51,378,1551,737,814,9,29,177,2,11,112,12,86,20,114,0,193,2709,5762
ANDHRA PRADESH,VIJAYAWADA CITY,2006,43,50,6,21,1,20,86,60,26,3,0,34,392,1495,424,1071,11,58,410,12,10,1619,8,135,158,336,0,246,729,5862
HARYANA,PALWAL,2006,33,24,1,26,0,26,23,17,6,4,5,27,73,233,159,74,69,20,52,1,2,143,5,21,0,47,0,154,560,1523
JAMMU & KASHMIR,BORDER DISTRICT,2006,9,15,0,6,0,6,12,8,4,0,0,0,16,32,6,26,21,3,5,0,2,16,1,3,7,4,0,0,403,555
MAHARASHTRA,MUMBAI COMMR.,2006,239,135,5,165,0,165,190,129,61,29,61,292,3111,11685,3552,8133,278,510,1701,137,15,3797,17,357,102,327,1,778,7138,31070
MANIPUR,IMPHAL EAST,2006,31,57,0,3,0,3,26,21,5,0,0,0,8,51,10,41,9,1,5,1,39,56,0,14,0,0,0,0,233,534
MANIPUR,IMPHAL WEST,2006,41,74,0,9,0,9,51,29,22,1,19,5,34,148,86,62,22,15,40,6,39,106,0,15,0,5,0,0,428,1058
PUNJAB,SAS NGR,2006,30,29,9,10,0,10,15,6,9,0,2,0,190,311,110,201,0,4,128,0,0,149,6,0,2,3,2,477,769,2136
RAJASTHAN,JAIPUR EAST,2006,18,21,1,19,0,19,55,51,4,1,5,20,289,1628,896,732,173,50,434,3,7,39,6,40,2,156,0,193,2210,5370
RAJASTHAN,JAIPUR NORTH,2006,22,25,0,18,0,18,48,48,0,1,0,12,140,844,460,384,64,54,381,0,2,341,8,42,0,151,0,126,1435,3714
RAJASTHAN,JAIPUR RURAL,2006,59,38,4,34,0,34,85,57,28,3,4,15,181,821,314,507,158,30,635,2,42,786,14,98,1,169,0,605,4203,7987
RAJASTHAN,JAIPUR SOUTH,2006,19,17,1,21,0,21,57,38,19,3,0,14,199,1142,592,550,63,145,620,7,2,299,9,28,0,144,0,185,1764,4739
RAJASTHAN,JODHPUR CITY,2006,15,42,0,18,0,18,37,28,9,1,0,26,237,725,411,314,19,28,447,4,7,604,10,53,3,209,0,132,843,3460
RAJASTHAN,JODHPUR RURAL,2006,29,35,2,19,0,19,21,15,6,1,0,12,98,198,26,172,26,4,130,0,17,1060,17,59,0,58,0,169,550,2505
RAJASTHAN,KOTA CITY,2006,11,134,4,18,0,18,85,70,15,2,2,40,186,893,531,362,10,15,340,0,9,198,12,49,3,272,0,101,1661,4045
RAJASTHAN,KOTA RURAL,2006,21,90,1,19,0,19,27,19,8,2,1,9,81,222,79,143,20,5,88,0,8,191,4,91,3,132,0,85,980,2080
DELHI UT,GRP(RLY),2006,5,2,0,1,0,1,11,10,1,0,3,3,1,945,33,912,0,6,13,0,1,8,1,0,0,0,0,1,75,1076
DELHI UT,STF,2006,0,10,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,8,0,0,0,0,0,0,0,0,0,18,39
PUDUCHERRY,KARAIKAL,2006,2,2,1,1,0,1,5,5,0,0,0,1,18,94,36,58,41,2,7,1,10,186,1,7,4,0,0,42,347,772
JHARKHAND,KHUNTI,2007,91,9,4,15,0,15,15,7,8,12,2,26,2,44,4,40,9,0,2,1,4,24,1,1,0,3,0,55,69,389
JHARKHAND,RAMGARH,2007,41,13,0,28,0,28,37,26,11,17,5,36,27,350,57,293,132,8,56,0,2,46,11,11,0,46,0,2,478,1346
NAGALAND,LONGLENG,2007,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,13
PUNJAB,AMRITSAR RURAL,2007,31,24,2,10,0,10,31,24,7,0,1,3,28,70,10,60,0,3,83,4,7,142,1,9,5,17,0,59,214,744
A & N ISLANDS,A and N ISLANDS,2007,15,19,1,3,0,3,12,9,3,5,0,9,90,112,8,104,17,7,23,1,11,99,1,21,2,18,0,4,337,807
DELHI UT,OUTER,2007,102,96,17,121,0,121,360,237,123,4,13,85,231,1216,700,516,12,20,98,0,4,226,29,100,12,208,0,46,2690,5690
GUJARAT,TAPI,2008,21,5,0,3,0,3,3,2,1,3,0,3,19,42,20,22,8,5,0,3,0,50,0,2,0,6,0,98,331,602
JAMMU & KASHMIR,BANDIPORA,2008,3,3,0,1,0,1,45,44,1,0,0,3,38,57,1,56,57,0,7,0,6,0,0,74,7,0,0,0,166,467
JAMMU & KASHMIR,KISHTWAR,2008,10,22,0,4,0,4,12,12,0,0,0,0,11,35,1,34,0,3,4,0,11,6,0,10,1,5,0,3,157,294
JAMMU & KASHMIR,SAMBA,2008,6,26,0,2,0,2,9,9,0,0,0,1,22,45,16,29,38,1,8,0,5,2,1,7,1,3,0,2,491,670
JAMMU & KASHMIR,SHOPIAN,2008,7,23,0,6,0,6,16,14,2,0,0,5,9,62,4,58,31,1,5,1,8,5,0,49,5,1,0,4,75,313
KARNATAKA,CBPURA,2008,39,44,1,7,0,7,17,13,4,2,0,13,98,209,53,156,172,3,60,3,0,309,9,37,0,22,0,1,845,1891
KARNATAKA,RAMANAGAR,2008,92,60,7,17,0,17,19,8,11,11,3,41,199,409,183,226,227,3,34,1,11,562,14,62,0,37,0,0,2275,4084
MADHYA PRADESH,ALIRAJPUR,2008,59,40,2,41,0,41,14,14,0,1,0,3,42,86,29,57,21,1,4,0,12,298,1,37,1,7,0,59,496,1225
MADHYA PRADESH,SINGRAULI,2008,26,17,2,40,0,40,13,12,1,2,1,5,131,171,21,150,25,3,10,0,5,344,22,87,1,27,0,77,1093,2102
MANIPUR,CID,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
ODISHA,DCP BBSR,2008,51,58,2,36,0,36,45,24,21,14,10,106,334,1216,578,638,68,13,243,4,12,768,23,61,7,38,0,164,783,4056
ODISHA,DCP CTC,2008,14,21,51,18,0,18,21,17,4,15,8,66,138,581,248,333,27,7,51,0,4,55,15,18,3,55,0,269,475,1912
PUNJAB,LUDHIANA RURAL,2008,16,20,4,14,0,14,21,12,9,0,4,2,53,120,36,84,0,9,46,2,0,131,4,4,5,19,0,60,255,789
PUNJAB,SBS NAGAR,2008,20,12,4,14,0,14,7,3,4,0,0,9,49,74,22,52,0,6,109,0,0,210,2,9,0,28,0,88,155,796
TAMIL NADU,CHENNAISUBURBAN,2008,74,76,0,21,0,21,29,24,5,0,0,16,228,563,117,446,48,7,66,2,1,437,28,42,42,41,0,247,1489,3457
UTTAR PRADESH,KANSHIRAM NAGAR,2008,60,54,8,19,0,19,40,29,11,2,0,7,31,76,18,58,25,14,19,1,6,19,30,31,5,31,0,61,366,905
DELHI UT,CAW,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,104,0,0,1,107
DELHI UT,CRIME BRANCH,2008,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,14,1,0,0,0,0,0,0,0,0,12,30
DELHI UT,EOW,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,137,0,0,0,0,0,2,0,0,0,23,170
DELHI UT,SOUTH-EAST,2008,66,37,6,61,0,61,182,123,59,1,38,66,222,2162,1342,820,9,41,148,6,5,181,15,82,25,156,0,253,2142,5904
PUDUCHERRY,PUDUCHERRY,2008,30,29,3,7,0,7,15,8,7,10,3,10,76,617,406,211,129,13,48,2,8,697,2,40,17,10,0,163,2333,4262
ARUNACHAL PRADESH,ANJAW,2009,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,5,20
HIMACHAL PRADESH,BADDIPOLICEDIST,2009,10,1,0,2,0,2,3,1,2,0,0,3,26,28,15,13,28,7,3,0,1,133,0,5,0,9,0,43,121,423
JAMMU & KASHMIR,RAILWAYS KMR,2009,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,10
TAMIL NADU,TIRUPPUR,2009,58,29,0,12,0,12,61,42,19,6,2,68,239,905,305,600,76,9,79,2,7,515,3,46,8,46,0,762,2275,5208
ANDHRA PRADESH,GUNTUR URBAN,2010,43,26,1,12,0,12,27,5,22,2,0,19,123,743,220,523,9,34,236,2,9,321,13,48,54,245,0,232,1009,3208
ANDHRA PRADESH,RAJAHMUNDRY,2010,21,20,1,10,0,10,30,12,18,3,0,10,129,382,6,376,5,35,82,4,4,620,4,47,39,96,0,164,316,2022
ANDHRA PRADESH,TIRUPATHI URBAN,2010,31,35,0,10,0,10,26,15,11,2,0,4,119,636,221,415,25,7,150,1,4,696,5,38,25,85,0,237,471,2607
ANDHRA PRADESH,WARANGAL URBAN,2010,21,16,1,17,0,17,28,28,0,0,0,6,122,245,0,245,44,3,165,1,42,566,12,50,25,412,0,245,495,2516
ARUNACHAL PRADESH,RURAL,2010,3,2,0,3,0,3,2,2,0,2,0,1,9,7,1,6,2,1,4,0,3,24,0,5,0,0,0,0,27,95
GUJARAT,CID CRIME,2010,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,7,14,0,0,0,0,0,0,0,0,0,1,27
JAMMU & KASHMIR,CRIME KASHMIR,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,32
JAMMU & KASHMIR,SOPORE,2010,30,67,0,9,0,9,38,34,4,0,0,3,63,145,8,137,122,2,1,0,18,1,0,59,13,3,0,0,160,734
KARNATAKA,YADGIRI,2010,23,51,0,5,0,5,20,0,20,3,0,3,59,67,25,42,202,0,24,3,5,341,3,65,3,47,0,5,613,1542
PUNJAB,CP AMRITSAR,2010,53,71,7,24,0,24,51,43,8,3,18,9,83,257,104,153,0,16,275,14,4,152,10,10,4,87,0,70,615,1833
PUNJAB,CP JALANDHAR,2010,29,51,8,22,0,22,57,40,17,5,10,19,176,495,243,252,0,10,271,5,6,205,5,27,4,82,0,101,538,2126
PUNJAB,CP LUDHIANA,2010,90,92,14,55,0,55,152,108,44,8,5,31,229,888,484,404,0,39,417,5,6,248,9,29,11,119,0,263,1212,3922
PUNJAB,JALANDHAR RURAL,2010,46,73,6,39,0,39,33,26,7,9,11,39,165,244,74,170,0,6,121,2,13,323,4,24,4,62,0,163,422,1809
RAJASTHAN,G.R.P. AJMER,2010,6,3,0,0,0,0,1,0,1,1,0,5,2,386,23,363,2,0,3,0,0,0,3,1,0,0,0,1,203,617
RAJASTHAN,G.R.P. JODHPUR,2010,2,1,0,2,0,2,0,0,0,0,0,2,0,91,13,78,3,0,0,0,0,1,0,1,2,0,0,0,44,149
UTTAR PRADESH,CSM NAGAR,2010,30,28,15,30,0,30,79,75,4,0,0,11,43,86,32,54,48,19,34,1,0,182,13,17,0,9,0,53,604,1302
UTTAR PRADESH,RAMABAI NAGAR,2010,30,33,16,12,0,12,83,80,3,2,0,11,24,102,38,64,36,33,63,3,1,161,22,38,0,88,0,212,747,1717
CHHATTISGARH,GARIYABAND,2011,28,14,0,21,0,21,4,1,3,3,0,2,34,38,15,23,6,0,6,0,9,267,5,30,1,8,0,37,174,687
GUJARAT,KUTCH (EAST(G)),2011,35,11,0,8,0,8,24,17,7,3,1,22,96,256,116,140,34,18,24,3,4,233,2,13,1,137,0,0,1701,2626
GUJARAT,KUTCH (WEST-BHUJ),2011,24,12,1,15,0,15,15,15,0,2,0,6,106,212,112,100,46,31,13,3,6,165,0,14,0,108,0,6,1134,1919
GUJARAT,W.RLY AHMEDABAD,2011,7,0,0,0,0,0,2,1,1,0,0,5,8,212,20,192,6,3,9,0,0,24,0,6,0,0,0,0,43,325
GUJARAT,W.RLY VADODARA,2011,5,1,0,0,0,0,1,1,0,1,2,7,2,554,41,513,0,6,30,0,0,51,0,2,0,0,0,3,40,705
JAMMU & KASHMIR,RAILWAYS JAMMU,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,3,0,1,0,0,0,0,0,0,2,4,15
JAMMU & KASHMIR,RAILWAYS KASHMIR,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,2,0,2,0,0,0,0,0,1,0,0,0,12,27
KARNATAKA,MANGALORE CITY,2011,22,20,0,16,0,16,8,4,4,0,2,30,111,238,137,101,101,2,133,7,0,211,0,27,2,43,0,0,1642,2615
KERALA,KOLLAM COMMR.,2011,14,41,3,51,0,51,21,20,1,4,21,16,105,227,90,137,602,16,86,5,18,1146,1,192,19,319,0,1,3449,6357
KERALA,KOLLAM RURAL,2011,29,25,2,46,0,46,13,10,3,1,7,24,164,170,43,127,460,7,126,0,16,1500,0,255,8,298,0,11,3374,6536
KERALA,THRISSUR COMMR.,2011,8,17,7,28,0,28,12,10,2,7,10,28,75,144,61,83,362,7,678,2,10,340,0,100,28,131,0,3,2894,4891
KERALA,THRISSUR RURAL,2011,24,41,15,69,0,69,12,12,0,3,10,34,180,251,53,198,597,13,479,0,27,942,1,263,28,449,0,11,8037,11486
PUNJAB,FAZILKA,2011,22,21,3,21,0,21,25,17,8,0,1,0,60,100,48,52,0,6,83,2,0,195,3,5,0,29,0,51,213,840
PUNJAB,PATHANKOT,2011,12,9,4,10,0,10,15,12,3,0,0,1,30,45,22,23,0,9,29,1,1,54,5,2,0,21,0,58,235,541
RAJASTHAN,G.R.P.AJMER,2011,6,6,0,2,0,2,6,6,0,1,0,5,0,500,22,478,1,3,3,1,0,4,0,9,0,0,0,3,115,665
RAJASTHAN,G.R.P.JODHPUR,2011,4,1,0,0,0,0,2,1,1,0,0,1,0,85,6,79,2,1,0,0,0,0,0,7,0,0,0,1,51,155
RAJASTHAN,JAIPUR WEST,2011,27,19,0,23,0,23,88,72,16,0,3,48,263,982,589,393,11,151,792,1,6,241,10,25,0,208,0,278,1815,4991
UTTAR PRADESH,BHIM NAGAR,2011,72,90,14,34,0,34,114,105,9,19,4,48,65,196,70,126,36,44,0,0,2,31,29,43,0,61,0,102,733,1737
UTTAR PRADESH,PANCHSHIL NAGAR,2011,61,72,10,18,0,18,100,78,22,4,0,55,61,353,226,127,58,26,139,1,3,22,15,25,0,72,0,190,774,2059
UTTAR PRADESH,PRABUDDH NAGAR,2011,57,65,12,11,0,11,66,52,14,2,3,55,22,207,102,105,53,16,63,2,3,9,10,13,0,83,0,67,467,1286
ASSAM,BAKSA,2012,38,7,0,33,0,33,62,50,12,5,0,14,22,104,26,78,3,6,14,0,4,66,3,4,0,15,0,31,233,664
ASSAM,BIEO,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,16
ASSAM,HAMREN,2012,9,0,0,3,0,3,16,12,4,0,0,3,19,36,3,33,3,9,1,0,3,21,0,2,0,3,0,9,13,150
CHHATTISGARH,BALOD,2012,15,2,2,22,0,22,7,6,1,2,0,6,70,75,25,50,14,1,27,1,4,24,4,50,1,9,0,93,688,1117
CHHATTISGARH,BALODA BAZAR,2012,24,18,2,45,0,45,18,18,0,3,0,26,182,181,57,124,39,6,18,0,20,858,0,98,10,37,0,131,655,2371
CHHATTISGARH,BEMETARA,2012,12,15,0,24,0,24,19,18,1,0,0,8,57,105,35,70,19,0,16,1,6,30,3,61,5,29,0,87,826,1323
CHHATTISGARH,KONDAGAON,2012,21,8,0,11,0,11,7,0,7,0,0,0,20,23,0,23,3,0,3,0,2,126,0,4,3,2,0,54,250,537
CHHATTISGARH,MUNGELI,2012,18,4,0,6,0,6,13,13,0,0,0,9,83,94,24,70,40,5,13,0,12,31,2,24,3,26,0,39,590,1012
CHHATTISGARH,SUKMA,2012,24,30,0,1,0,1,7,5,2,6,0,3,8,7,2,5,3,0,2,0,10,14,0,2,0,2,0,15,71,205
HARYANA,AMBALA RURAL,2012,13,15,1,11,0,11,28,19,9,1,2,6,118,209,102,107,0,4,45,0,3,66,7,12,4,73,0,2,462,1082
HARYANA,AMBALA URBAN,2012,15,16,3,21,0,21,75,39,36,0,0,21,362,600,361,239,1,53,99,1,5,109,5,23,14,159,0,1,759,2342
JAMMU & KASHMIR,RAILWAYS KATRA,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
RAJASTHAN,JODHPUR EAST,2012,12,27,3,20,0,20,15,13,2,0,0,16,50,397,274,123,0,1,447,1,1,417,11,16,0,296,0,114,459,2303
RAJASTHAN,JODHPUR WEST,2012,15,42,3,20,0,20,29,23,6,0,0,23,124,646,443,203,0,6,275,2,12,286,5,27,0,5,0,170,538,2228
TRIPURA,GOMATI,2012,18,8,0,26,0,26,16,14,2,2,0,5,28,132,38,94,29,5,12,1,7,321,4,34,0,157,0,0,342,1147
TRIPURA,KHOWAI,2012,12,4,0,10,0,10,5,3,2,0,0,1,18,33,7,26,13,3,9,0,7,131,3,22,0,36,0,0,116,423
TRIPURA,SIPAHIJALA,2012,12,9,0,23,0,23,29,24,5,0,0,10,37,84,17,67,16,1,14,0,17,250,3,42,1,155,0,5,279,987
TRIPURA,UNAKOTI,2012,9,8,1,26,0,26,10,9,1,0,0,9,5,45,2,43,6,4,20,2,3,159,2,26,2,92,0,1,103,533
WEST BENGAL,BDN CP,2012,15,35,4,13,0,13,53,0,53,3,53,17,10,847,216,631,32,15,186,3,0,0,9,58,8,320,0,0,1765,3446
WEST BENGAL,BKP CP,2012,89,49,18,36,0,36,214,201,13,16,44,48,9,1357,508,849,125,49,224,3,0,143,20,88,2,989,0,124,2961,6608
WEST BENGAL,JHARGRAM,2012,30,23,5,21,0,21,21,21,0,10,1,19,3,97,11,86,52,3,17,1,1,11,6,28,0,47,0,51,264,711
WEST BENGAL,SILIGURI_PC,2012,32,6,6,21,0,21,123,111,12,3,5,29,3,849,365,484,9,53,195,0,3,812,3,35,12,370,0,69,385,3023
A & N ISLANDS,CAR,2012,2,0,0,0,0,0,1,1,0,1,0,0,0,4,0,4,0,0,2,0,0,4,0,1,0,0,0,1,8,24
